ticker_1,ticker_2,sector,eg_pvalue,eg_direction,eg_significant,beta,jo_trace_stat,jo_trace_cv,jo_significant,both_significant,half_life_days,hl_tradeable
PFIZER.NS,SANOFI.NS,pharma,0.531087,PFIZER.NS~SANOFI.NS,False,0.729951,8.5188,15.4943,False,False,103.65,True
PFIZER.NS,LAURUSLABS.NS,pharma,0.394075,PFIZER.NS~LAURUSLABS.NS,False,0.164524,13.5543,15.4943,False,False,92.66,True
PFIZER.NS,GRANULES.NS,pharma,0.409258,PFIZER.NS~GRANULES.NS,False,0.309115,7.8909,15.4943,False,False,77.65,True
PFIZER.NS,NATCOPHARM.NS,pharma,0.168738,PFIZER.NS~NATCOPHARM.NS,False,0.617614,11.8099,15.4943,False,False,57.71,True
PFIZER.NS,GLENMARK.NS,pharma,0.423198,PFIZER.NS~GLENMARK.NS,False,0.136307,6.7022,15.4943,False,False,133.97,False
ZYDUSLIFE.NS,SANOFI.NS,pharma,0.099973,SANOFI.NS~ZYDUSLIFE.NS,False,2.545042,10.2197,15.4943,False,False,59.58,True
ZYDUSLIFE.NS,LAURUSLABS.NS,pharma,0.941994,LAURUSLABS.NS~ZYDUSLIFE.NS,False,0.593666,5.6969,15.4943,False,False,647.09,False
ZYDUSLIFE.NS,GRANULES.NS,pharma,0.408703,GRANULES.NS~ZYDUSLIFE.NS,False,0.921629,6.4166,15.4943,False,False,104.81,True
ZYDUSLIFE.NS,NATCOPHARM.NS,pharma,0.440831,NATCOPHARM.NS~ZYDUSLIFE.NS,False,2.209032,9.887,15.4943,False,False,94.73,True
ZYDUSLIFE.NS,GLENMARK.NS,pharma,0.134161,GLENMARK.NS~ZYDUSLIFE.NS,False,1.402257,23.4509,15.4943,True,False,69.39,True
SANOFI.NS,LAURUSLABS.NS,pharma,0.714237,SANOFI.NS~LAURUSLABS.NS,False,0.136709,13.9918,15.4943,False,False,162.89,False
SANOFI.NS,GRANULES.NS,pharma,0.449961,SANOFI.NS~GRANULES.NS,False,0.2945,9.3269,15.4943,False,False,82.11,True
SANOFI.NS,NATCOPHARM.NS,pharma,0.106589,SANOFI.NS~NATCOPHARM.NS,False,0.613971,16.1076,15.4943,True,False,48.61,True
SANOFI.NS,GLENMARK.NS,pharma,0.064752,SANOFI.NS~GLENMARK.NS,False,0.351079,12.3627,15.4943,False,False,71.55,True
LAURUSLABS.NS,GRANULES.NS,pharma,0.583315,GRANULES.NS~LAURUSLABS.NS,False,1.961459,16.073,15.4943,True,False,114.14,True
LAURUSLABS.NS,NATCOPHARM.NS,pharma,0.653534,NATCOPHARM.NS~LAURUSLABS.NS,False,5.210457,17.1682,15.4943,True,False,123.7,True
LAURUSLABS.NS,GLENMARK.NS,pharma,0.380317,LAURUSLABS.NS~GLENMARK.NS,False,1.237415,5.9924,15.4943,False,False,242.83,False
GRANULES.NS,NATCOPHARM.NS,pharma,0.565637,NATCOPHARM.NS~GRANULES.NS,False,2.801331,7.8113,15.4943,False,False,93.39,True
GRANULES.NS,GLENMARK.NS,pharma,0.170328,GRANULES.NS~GLENMARK.NS,False,0.782436,11.6042,15.4943,False,False,133.91,False
NATCOPHARM.NS,GLENMARK.NS,pharma,0.337627,NATCOPHARM.NS~GLENMARK.NS,False,0.428325,7.5918,15.4943,False,False,92.6,True
BOSCHLTD.NS,MOTHERSON.NS,auto_ancillary,0.58988,MOTHERSON.NS~BOSCHLTD.NS,False,0.838403,4.1209,15.4943,False,False,128.4,False
BOSCHLTD.NS,BHARATFORG.NS,auto_ancillary,0.429908,BHARATFORG.NS~BOSCHLTD.NS,False,0.701938,6.0963,15.4943,False,False,75.56,True
BOSCHLTD.NS,BALKRISIND.NS,auto_ancillary,0.623045,BALKRISIND.NS~BOSCHLTD.NS,False,0.932225,13.598,15.4943,False,False,226.31,False
BOSCHLTD.NS,SCHAEFFLER.NS,auto_ancillary,0.672908,SCHAEFFLER.NS~BOSCHLTD.NS,False,0.499491,2.7548,15.4943,False,False,137.35,False
BOSCHLTD.NS,SUNDRMFAST.NS,auto_ancillary,0.717934,SUNDRMFAST.NS~BOSCHLTD.NS,False,0.643587,4.9173,15.4943,False,False,102.74,True
BOSCHLTD.NS,ENDURANCE.NS,auto_ancillary,0.407853,ENDURANCE.NS~BOSCHLTD.NS,False,1.076697,6.2793,15.4943,False,False,62.41,True
BOSCHLTD.NS,TIINDIA.NS,auto_ancillary,0.281115,TIINDIA.NS~BOSCHLTD.NS,False,0.368359,6.0263,15.4943,False,False,102.74,True
