ticker_1,ticker_2,sector,eg_pvalue,eg_direction,eg_significant,beta,jo_trace_stat,jo_trace_cv,jo_significant,both_significant,half_life_days,hl_tradeable
BOSCHLTD.NS,EXIDEIND.NS,auto_ancillary,0.402896,EXIDEIND.NS~BOSCHLTD.NS,False,1.2983,6.215,15.4943,False,False,72.68,True
BOSCHLTD.NS,MINDACORP.NS,auto_ancillary,0.363282,MINDACORP.NS~BOSCHLTD.NS,False,0.457186,6.3145,15.4943,False,False,60.4,True
BOSCHLTD.NS,SUPRAJIT.NS,auto_ancillary,0.636638,SUPRAJIT.NS~BOSCHLTD.NS,False,0.759236,3.329,15.4943,False,False,101.98,True
BOSCHLTD.NS,GABRIEL.NS,auto_ancillary,0.159686,GABRIEL.NS~BOSCHLTD.NS,False,0.569429,13.6249,15.4943,False,False,41.54,True
MOTHERSON.NS,BHARATFORG.NS,auto_ancillary,0.180147,MOTHERSON.NS~BHARATFORG.NS,False,0.89723,9.3006,15.4943,False,False,60.34,True
MOTHERSON.NS,BALKRISIND.NS,auto_ancillary,0.221006,BALKRISIND.NS~MOTHERSON.NS,False,1.016971,11.0866,15.4943,False,False,67.81,True
MOTHERSON.NS,SCHAEFFLER.NS,auto_ancillary,0.598388,MOTHERSON.NS~SCHAEFFLER.NS,False,0.468578,10.8116,15.4943,False,False,122.64,True
MOTHERSON.NS,SUNDRMFAST.NS,auto_ancillary,0.193838,MOTHERSON.NS~SUNDRMFAST.NS,False,0.789706,8.5159,15.4943,False,False,52.55,True
MOTHERSON.NS,ENDURANCE.NS,auto_ancillary,0.01293,ENDURANCE.NS~MOTHERSON.NS,True,1.559831,15.4839,15.4943,False,False,26.25,True
MOTHERSON.NS,TIINDIA.NS,auto_ancillary,0.211152,MOTHERSON.NS~TIINDIA.NS,False,0.38374,8.3394,15.4943,False,False,67.46,True
MOTHERSON.NS,EXIDEIND.NS,auto_ancillary,0.757393,MOTHERSON.NS~EXIDEIND.NS,False,0.867537,3.0643,15.4943,False,False,209.12,False
MOTHERSON.NS,MINDACORP.NS,auto_ancillary,0.483817,MOTHERSON.NS~MINDACORP.NS,False,0.518081,9.617,15.4943,False,False,98.25,True
MOTHERSON.NS,SUPRAJIT.NS,auto_ancillary,0.098024,MOTHERSON.NS~SUPRAJIT.NS,False,0.910739,18.708,15.4943,True,False,33.04,True
MOTHERSON.NS,GABRIEL.NS,auto_ancillary,0.626304,MOTHERSON.NS~GABRIEL.NS,False,0.595423,3.7289,15.4943,False,False,126.19,False
BHARATFORG.NS,BALKRISIND.NS,auto_ancillary,0.530192,BALKRISIND.NS~BHARATFORG.NS,False,1.022257,11.3504,15.4943,False,False,96.84,True
BHARATFORG.NS,SCHAEFFLER.NS,auto_ancillary,0.459311,BHARATFORG.NS~SCHAEFFLER.NS,False,0.562687,8.4218,15.4943,False,False,92.22,True
BHARATFORG.NS,SUNDRMFAST.NS,auto_ancillary,0.010882,BHARATFORG.NS~SUNDRMFAST.NS,True,0.853511,16.5844,15.4943,True,True,24.75,True
BHARATFORG.NS,ENDURANCE.NS,auto_ancillary,0.098152,ENDURANCE.NS~BHARATFORG.NS,False,1.551773,14.4988,15.4943,False,False,27.84,True
BHARATFORG.NS,TIINDIA.NS,auto_ancillary,0.051388,BHARATFORG.NS~TIINDIA.NS,False,0.427486,11.4964,15.4943,False,False,43.78,True
BHARATFORG.NS,EXIDEIND.NS,auto_ancillary,0.682599,BHARATFORG.NS~EXIDEIND.NS,False,1.160663,3.4521,15.4943,False,False,163.66,False
BHARATFORG.NS,MINDACORP.NS,auto_ancillary,0.288911,BHARATFORG.NS~MINDACORP.NS,False,0.601605,10.4378,15.4943,False,False,56.01,True
BHARATFORG.NS,SUPRAJIT.NS,auto_ancillary,0.100354,SUPRAJIT.NS~BHARATFORG.NS,False,1.072582,14.3832,15.4943,False,False,36.66,True
BHARATFORG.NS,GABRIEL.NS,auto_ancillary,0.315408,BHARATFORG.NS~GABRIEL.NS,False,0.757948,7.9907,15.4943,False,False,60.35,True
BALKRISIND.NS,SCHAEFFLER.NS,auto_ancillary,0.651453,BALKRISIND.NS~SCHAEFFLER.NS,False,0.561759,13.812,15.4943,False,False,194.08,False
BALKRISIND.NS,SUNDRMFAST.NS,auto_ancillary,0.489603,BALKRISIND.NS~SUNDRMFAST.NS,False,0.863662,11.7395,15.4943,False,False,102.44,True
BALKRISIND.NS,ENDURANCE.NS,auto_ancillary,0.309125,BALKRISIND.NS~ENDURANCE.NS,False,1.325781,15.0773,15.4943,False,False,76.83,True
BALKRISIND.NS,TIINDIA.NS,auto_ancillary,0.587866,BALKRISIND.NS~TIINDIA.NS,False,0.473415,9.6365,15.4943,False,False,88.17,True
BALKRISIND.NS,EXIDEIND.NS,auto_ancillary,0.72072,BALKRISIND.NS~EXIDEIND.NS,False,0.692745,5.9041,15.4943,False,False,324.41,False
BALKRISIND.NS,MINDACORP.NS,auto_ancillary,0.669456,BALKRISIND.NS~MINDACORP.NS,False,0.561014,13.1448,15.4943,False,False,169.32,False
BALKRISIND.NS,SUPRAJIT.NS,auto_ancillary,0.257023,SUPRAJIT.NS~BALKRISIND.NS,False,1.299043,19.435,15.4943,True,False,74.15,True
BALKRISIND.NS,GABRIEL.NS,auto_ancillary,0.666223,BALKRISIND.NS~GABRIEL.NS,False,0.624147,6.802,15.4943,False,False,203.95,False
SCHAEFFLER.NS,SUNDRMFAST.NS,auto_ancillary,0.415489,SUNDRMFAST.NS~SCHAEFFLER.NS,False,1.501955,9.0607,15.4943,False,False,91.61,True
SCHAEFFLER.NS,ENDURANCE.NS,auto_ancillary,0.357169,ENDURANCE.NS~SCHAEFFLER.NS,False,3.079425,8.6391,15.4943,False,False,110.58,True
SCHAEFFLER.NS,TIINDIA.NS,auto_ancillary,0.224347,TIINDIA.NS~SCHAEFFLER.NS,False,0.755945,10.3304,15.4943,False,False,90.96,True
SCHAEFFLER.NS,EXIDEIND.NS,auto_ancillary,0.871157,SCHAEFFLER.NS~EXIDEIND.NS,False,1.292799,3.4577,15.4943,False,False,432.6,False
SCHAEFFLER.NS,MINDACORP.NS,auto_ancillary,0.11414,SCHAEFFLER.NS~MINDACORP.NS,False,0.981098,8.8286,15.4943,False,False,47.45,True
SCHAEFFLER.NS,SUPRAJIT.NS,auto_ancillary,0.260633,SUPRAJIT.NS~SCHAEFFLER.NS,False,1.739777,11.1998,15.4943,False,False,69.67,True
SCHAEFFLER.NS,GABRIEL.NS,auto_ancillary,0.710299,GABRIEL.NS~SCHAEFFLER.NS,False,1.684955,2.9497,15.4943,False,False,172.1,False
SUNDRMFAST.NS,ENDURANCE.NS,auto_ancillary,0.026508,ENDURANCE.NS~SUNDRMFAST.NS,True,1.819482,9.345,15.4943,False,False,43.92,True
SUNDRMFAST.NS,TIINDIA.NS,auto_ancillary,0.061407,SUNDRMFAST.NS~TIINDIA.NS,False,0.489971,11.3143,15.4943,False,False,50.2,True
SUNDRMFAST.NS,EXIDEIND.NS,auto_ancillary,0.793938,SUNDRMFAST.NS~EXIDEIND.NS,False,1.184338,3.7349,15.4943,False,False,235.54,False
SUNDRMFAST.NS,MINDACORP.NS,auto_ancillary,0.465224,SUNDRMFAST.NS~MINDACORP.NS,False,0.694493,13.0842,15.4943,False,False,63.64,True
SUNDRMFAST.NS,SUPRAJIT.NS,auto_ancillary,0.002241,SUPRAJIT.NS~SUNDRMFAST.NS,True,1.170819,20.8777,15.4943,True,True,21.72,True
SUNDRMFAST.NS,GABRIEL.NS,auto_ancillary,0.665295,SUNDRMFAST.NS~GABRIEL.NS,False,0.809403,3.9744,15.4943,False,False,114.87,True
ENDURANCE.NS,TIINDIA.NS,auto_ancillary,0.168901,ENDURANCE.NS~TIINDIA.NS,False,0.261918,8.0124,15.4943,False,False,67.7,True
ENDURANCE.NS,EXIDEIND.NS,auto_ancillary,0.640458,ENDURANCE.NS~EXIDEIND.NS,False,0.733666,3.5119,15.4943,False,False,121.41,True
ENDURANCE.NS,MINDACORP.NS,auto_ancillary,0.379249,ENDURANCE.NS~MINDACORP.NS,False,0.357201,7.0018,15.4943,False,False,85.04,True
ENDURANCE.NS,SUPRAJIT.NS,auto_ancillary,0.043506,ENDURANCE.NS~SUPRAJIT.NS,True,0.6257,17.1458,15.4943,True,True,34.54,True
ENDURANCE.NS,GABRIEL.NS,auto_ancillary,0.380653,ENDURANCE.NS~GABRIEL.NS,False,0.466098,6.6357,15.4943,False,False,77.06,True
TIINDIA.NS,EXIDEIND.NS,auto_ancillary,0.601416,TIINDIA.NS~EXIDEIND.NS,False,1.893036,4.1879,15.4943,False,False,257.02,False
TIINDIA.NS,MINDACORP.NS,auto_ancillary,0.099313,TIINDIA.NS~MINDACORP.NS,False,1.312568,11.4568,15.4943,False,False,66.36,True
TIINDIA.NS,SUPRAJIT.NS,auto_ancillary,0.041826,SUPRAJIT.NS~TIINDIA.NS,True,2.360197,12.2608,15.4943,False,False,43.43,True
TIINDIA.NS,GABRIEL.NS,auto_ancillary,0.357297,TIINDIA.NS~GABRIEL.NS,False,1.464563,6.1806,15.4943,False,False,125.85,True
EXIDEIND.NS,MINDACORP.NS,auto_ancillary,0.795146,EXIDEIND.NS~MINDACORP.NS,False,0.240054,2.5918,15.4943,False,False,153.26,False
EXIDEIND.NS,SUPRAJIT.NS,auto_ancillary,0.819474,SUPRAJIT.NS~EXIDEIND.NS,False,1.196297,2.0445,15.4943,False,False,240.64,False
EXIDEIND.NS,GABRIEL.NS,auto_ancillary,0.200714,GABRIEL.NS~EXIDEIND.NS,False,0.568372,9.9851,15.4943,False,False,55.9,True
MINDACORP.NS,SUPRAJIT.NS,auto_ancillary,0.64914,SUPRAJIT.NS~MINDACORP.NS,False,1.670534,9.6552,15.4943,False,False,59.26,True
MINDACORP.NS,GABRIEL.NS,auto_ancillary,0.358116,GABRIEL.NS~MINDACORP.NS,False,1.472176,6.7442,15.4943,False,False,80.5,True
SUPRAJIT.NS,GABRIEL.NS,auto_ancillary,0.610732,SUPRAJIT.NS~GABRIEL.NS,False,0.642634,3.6654,15.4943,False,False,133.46,False
