date,0
2019-04-01,2.8760120785490346
2019-04-02,2.8789330901613965
2019-04-03,2.88198715284571
2019-04-04,2.880495945527697
2019-04-05,2.8700826656318856
2019-04-08,2.871110627429064
2019-04-09,2.867939753428756
2019-04-10,2.8690338862015228
2019-04-11,2.8855355589648113
2019-04-12,2.880687839044848
2019-04-15,2.8778119005461074
2019-04-16,2.8928759966752855
2019-04-17,2.8928759966752855
2019-04-18,2.8850733106221185
2019-04-19,2.8850733106221185
2019-04-22,2.881429548903876
2019-04-23,2.8972357731102214
2019-04-24,2.908606342230491
2019-04-25,2.939912952435499
2019-04-26,2.9270943421223357
2019-04-29,2.9270943421223357
2019-04-30,2.948387912276626
2019-05-01,2.948387912276626
2019-05-02,2.957635111897659
2019-05-03,2.960095638686333
2019-05-06,2.963672489502234
2019-05-07,2.9836394788492457
2019-05-08,2.990039943152747
2019-05-09,2.9726409915716605
2019-05-10,2.9749739409594653
2019-05-13,2.97580793776702
2019-05-14,2.9868188847972776
2019-05-15,2.9887991234054416
2019-05-16,2.9960594252179185
2019-05-17,2.9912095772006033
2019-05-20,2.925499134688682
2019-05-21,2.9630310829538895
2019-05-22,2.9557005878957128
2019-05-23,2.9484635624158146
2019-05-24,2.943566134885783
2019-05-27,2.9351373430965304
2019-05-28,2.9208636833337
2019-05-29,2.9019150241713474
2019-05-30,2.9286650289035054
2019-05-31,2.9559073738834294
2019-06-03,2.967457143715299
2019-06-04,2.9406703419744638
2019-06-05,2.9406703419744638
2019-06-06,2.9561254434797535
2019-06-07,2.9394433182722914
2019-06-10,2.9473707233343913
2019-06-11,2.9392768566991303
2019-06-12,2.940907565202025
2019-06-13,2.9475014250506244
2019-06-14,2.9426089853004065
2019-06-17,2.9545861717816733
2019-06-18,3.000353745330777
2019-06-19,2.971746540257774
2019-06-20,2.9688874811910178
2019-06-21,2.977005522970874
2019-06-24,2.962914348792135
2019-06-25,2.963856988150037
2019-06-26,2.9698678234452887
2019-06-27,2.9695917785245842
2019-06-28,2.955470505101676
2019-07-01,2.9960070373381678
2019-07-02,2.9941937424687515
2019-07-03,2.972255745065948
2019-07-04,2.9724349953694698
2019-07-05,2.9870268363795587
2019-07-08,3.00421135317386
2019-07-09,2.990845488747614
2019-07-10,2.993874700931297
2019-07-11,3.017051213906422
2019-07-12,3.001103561934521
2019-07-15,3.000760573881666
2019-07-16,3.0150453344149564
2019-07-17,3.0152637361982655
2019-07-18,3.029138164270476
2019-07-19,3.0353526001620694
2019-07-22,3.040399392934456
2019-07-23,3.0255255081275747
2019-07-24,3.0346740792317037
2019-07-25,3.0538246725530414
2019-07-26,3.063582708566547
2019-07-29,3.036745564164185
2019-07-30,3.0154099849374925
2019-07-31,3.0064420147034006
2019-08-01,2.9904681773954023
2019-08-02,2.986827844728121
2019-08-05,2.993644804045927
2019-08-06,2.997750997806424
2019-08-07,2.990964978889518
2019-08-08,2.9737506770174846
2019-08-09,2.983745270783672
2019-08-12,2.983745270783672
2019-08-13,3.0030683824343383
2019-08-14,2.989361516079426
2019-08-15,2.989361516079426
2019-08-16,2.9793087078217217
2019-08-19,2.9815031881179785
2019-08-20,3.0026202902414587
2019-08-21,2.995852068535645
2019-08-22,3.0231865292226425
2019-08-23,3.0130857806550475
2019-08-26,3.012194330587686
2019-08-27,2.99907097793907
2019-08-28,2.980993465151794
2019-08-29,2.998772846258472
2019-08-30,3.0035759439546283
2019-09-02,3.0035759439546283
2019-09-03,2.9893584991750304
2019-09-04,3.00955256738727
2019-09-05,3.029632711419691
2019-09-06,3.045690149911051
2019-09-09,3.051277644742128
2019-09-10,3.051277644742128
2019-09-11,3.031867226624242
2019-09-12,3.019797105765429
2019-09-13,3.0070784277377465
2019-09-16,3.000478699326433
2019-09-17,3.009130155984123
2019-09-18,3.000672208996488
2019-09-19,3.007436529716885
